note,lang
"Nectarine, Key Lime, Brown Sugar Verve Craft Instant Coffee is hand-roasted, small-batch brewed, and preserved for your adventures",en
"Chocolate, Red Apple, Maple Amazing things come in tiny packages",en
"Balanced and dense, they stand up to a deeper roast with smooth flavor",en
"Blueberry Pie, Cocoa, Candied Pecan Amazing things come in tiny packages",en
"Clementine, Red Apple, Honeycomb Amazing things come in tiny packages",en
"Guatemalan, Colombian, and Honduran coffees anchor this blend with complex sweetness, honeyed citrus, and red apple",en
"Almond, Honey, Cola Amazing things come in tiny packages",en
"Tasting Notes: Almond, Honey, Cola Amazing things come in tiny packages",en
"This year’s Lactico Honey opens with bright White Grape and ripe Plum, flavors that carry through each sip with elegant clarity",en
"A subtle, wine-like funk adds depth without overwhelming, tying everything together into a cup that is layered, balanced, and complex",en
"Ripe Blood Orange and juicy Melon bring brightness to the forefront, while a smooth layer of Dark Chocolate rounds out the cup",en
"Sweet Cream, Apricot and White Peach, evolve beautifully",en
"From hot to cool, the notes of Sweet Cream, Apricot and White Peach, evolve beautifully",en
"peach, with floral and sweet vanilla",en
Dark Chocolate carries through the finish,en
"Juicy Mango and bright Orange lead the profile, while a rich note of Dark Chocolate carries through the finish",en
"Juicy and refined, Kirimahiga brings together tropical Guava, soft Magnolia florals, and a clean White Tea finish",en
"Grown in the Santa Bárbara highlands, it’s tropical and balanced, with bright Pineapple, creamy Milk Chocolate, and a soft finish of sweet Strawberry",en
"Nectarine, Pomegranate, Candied Lemon Amazing things come in tiny packages",en
"Black Cherry, Raisin, Milk Chocolate Amazing things come in tiny packages",en
black cherry,en
"This coffee carries us out of winter and into a bright spring with sweet, vibrant notes of black cherry",en
"That sweetness runs throughout the cup, while a touch of raisin adds depth and complexity",en
"A milk chocolate body brings structure and balance, making for a smooth and satisfying brew",en
"Tasting Notes: Black Cherry, Raisin, Milk Chocolate Amazing things come in tiny packages",en
"This standout Costa Rican cup is bright and refreshing, with juicy Tangerine and Pomegranate leading the way",en
Black Tea,en
"Raspberry blend with ripe Peach, while vibrant Grapefruit adds structure and ties the cup together beautifully",en
"Red Currant provides contrast and balance, making this coffee a delight for both newcomers and longtime fans of coffees from Kenya",en
"Returning to Verve shelves, this fruity yet well-balanced cup is sure to be a fan favorite",en
"plum add a subtle stone fruit complexity, leading into a clean, silky finish",en
"Hints of plum add a subtle stone fruit complexity, leading into a clean, silky finish",en
"Harmonious, sweet, and expressive complexity awaits you in this lovely coffee from the Biftu Gudina Cooperative",en
"Ripe Apricot greets your palate, followed by sweet simple syrup",en
milk chocolate blend seamlessly with the comforting sweetness of candied hazelnut in this Costa Rican cup,en
"Persimmon and fresh Lemongrass follow, creating a vibrant, layered cup that keeps you coming back for more",en
"Blackberry, then rounds out with bright Kumquat and a delicate hint of Orange Blossom",en
"It opens with sweet notes of Blackberry, then rounds out with bright Kumquat and a delicate hint of Orange Blossom",en
"Tangerine are rounded out by elegant Dark Chocolate, creating a balanced cup with subtle hints of high-quality Toffee",en
"Plum, Black Tea, Nectarine Amazing things come in tiny packages",en
"Balanced and bright, the Grateful Dead blend is easy-drinking with layered complexity",en
"A clean finish brings it all together, offering a smooth cup that’s as timeless as the music that inspired it",en
"Juicy, ripe peach flavors greet your palate with the first sip of this coffee from Santa Barbara, Honduras",en
"Paired with tart cranberry notes, the cup’s complexity keeps you coming back for more",en
"yellow peach, the cup's complexity keeps you coming back for more",en
dark chocolate,en
"Paired with juicy notes of yellow peach, the cup's complexity keeps you coming back for more",en
"mango are complemented by delicate lemongrass, and leave you with a noticeable cane sugar finish",en
strawberries are balanced with more red notes of cherry,en
"plum and cane sugar, creating a layered and complex profile",en
"clementine weave throughout the cup, balanced by a grilled pineapple sweetness",en
"Bright citrusy notes of clementine weave throughout the cup, balanced by a grilled pineapple sweetness",en
black cherry,en
"This coffee carries us out of winter and into a bright spring with sweet, vibrant notes of black cherry",en
"That sweetness runs throughout the cup, while a touch of raisin adds depth and complexity",en
"A milk chocolate body brings structure and balance, making for a smooth and satisfying brew",en
Hibiscus,en
Blackberry and Yellow Peach bring a lush sweetness to the cup,en
Passion Fruit lead the way in Jorge Lanza’s standout coffee,en
"They’re balanced by refreshing melon and rounded out with a soft, herbal finish of raspberry leaf",en
"Juicy, complex, and layered, this is a showstopping single origin from Honduras",en
juicy lychee meet pomegranate’s tartness in this new offering from Mate Matiwos,en
"grapefruit, the cup's complexity keeps you coming back for more",en
baking chocolate,en
white sugar,en
cranberry linger throughout the drinking experience,en
pineapple are the first impressions of Sandra Trochez’s coffee,en
"lime blossom, this coffee finishes with subtle notes of oolong tea",en
"Juicy, complex, and layered are just a few ways we describe this showstopping coffee from Honduras",en
"Tropical guava notes greet your palate with the first sip, followed by a sweet strawberry and fudge finish",en
"blood orange are rounded out by a delicate honeydew sweetness, while a bright, nippy acidity reminiscent of grapefruit adds balance to the cup",en
lemon and peach harmonize in this coffee from the Dobenawicho Primary Cooperative,en
"black cherry and dark chocolate are perfectly balanced with a touch of hazelnut, adding a smooth, satisfying finish to each sip",en
"mango and pineapple are balanced with deeper tart flavors of black currant, making this an unforgettable cup",en
"Streetlevel's profile of Guatemalan, Colombian, and Honduran coffees anchors the blend and imparts a complex sweetness with honeyed citrus and red apple notes",en
"Almond, Honey, Cola Amazing things come in tiny packages",en
"Tasting Notes: Almond, Honey, Cola Amazing things come in tiny packages",en
"Clementine, Red Apple, Honeycomb Amazing things come in tiny packages",en
ripe stone fruit and zesty citrus are balanced with a syrupy sweetness in this approachable fan favorite,en
"Honeydew, Apricot, Hazelnut Amazing things come in tiny packages",en
"Tasting Notes: Honeydew, Apricot, Hazelnut Amazing things come in tiny packages",en
"Your Roaster’s Choice Latin America subscription is hand-selected by our coffee experts and curated to give you the best coffee experience, characterized by flavor profiles of balanced, sweet, & citrus tasting notes",en
"nectarine, melon and jasmine",en
"A complex and floral cup, sparkling with notes of nectarine, melon and jasmine",en
"The Cantillo family runs their fourth-generation farm in Southern Huila, Colombia with a humble dedication to hard work and innovation resulting in a smooth, clean cup",en
"Chocolate, oat milk, and cold brew walk into a carton… and Stumptown Chocolate Coldbrew with Oatly is born",en
"Our signature cold brew coffee meets Oatly Oatmilk for a smooth, balanced drink that’s creamy without being sweet",en
"fruit, cocoa, and nougat",en
"vanilla, cocoa, and honey, it’s balanced, approachable, and perfect any time of day",en
"dark chocolate, toasted nuts, and a hint of earthy spice—a simple, flavorful cup that tells the story of its farmers and their craft",en
"Our go-to espresso in all Stumptown cafés, Hair Bender also makes an exceptional cup as pour-over, drip, or French press—rich, versatile, and consistently delicious.",en
"citrus, dark chocolate, and raisin that shine across every brew method",en
"The sweet, balanced coffee that started it all",en
"Stumptown Original Cold Brew is juicy and bright, with a rich chocolate finish",en
"Feeling plumb tuckered? Perk up with Stumptown Cold Brew Concentrate, a double-strength, silky-smooth coffee concentrate bursting with bold flavor",en
